,TIME,TEMP,HUM,BATT,LIGHT,NOISE_A,PRESS,CCS811_VOCS,CCS811_ECO2,PM_1,PM_25,PM_10
1177,2023-08-07T10:59:14Z,21.58,64.71,20,0,25.82,101.94,0.0,400.0,,,
1178,2023-08-07T11:00:14Z,21.57,64.71,20,0,24.76,101.93,1.0,409.0,,,
1179,2023-08-07T11:01:14Z,21.57,64.69,20,0,29.69,101.93,2.0,414.0,,,
1180,2023-08-07T11:02:14Z,21.57,64.7,20,0,30.85,101.93,2.0,417.0,0.0,0.0,0.0
1181,2023-08-07T11:03:14Z,21.58,64.74,20,0,24.54,101.93,1.0,413.0,,,
1182,2023-08-07T11:04:14Z,21.57,64.7,20,0,34.99,101.93,0.0,401.0,,,
1183,2023-08-07T11:05:14Z,21.57,64.68,20,0,26.91,101.93,0.0,406.0,,,
1184,2023-08-07T11:06:14Z,21.53,64.67,20,0,32.27,101.93,1.0,409.0,,,
1185,2023-08-07T11:07:14Z,21.57,64.7,20,0,23.77,101.93,2.0,414.0,1.0,1.0,1.0
1186,2023-08-07T11:08:14Z,21.56,64.71,20,0,23.72,101.93,0.0,402.0,,,
1187,2023-08-07T11:09:14Z,21.56,64.71,20,0,28.99,101.92,0.0,400.0,,,
1188,2023-08-07T11:10:14Z,21.56,64.67,20,0,27.26,101.92,0.0,405.0,,,
1189,2023-08-07T11:11:14Z,21.56,64.7,20,0,23.81,101.92,1.0,409.0,,,
1190,2023-08-07T11:12:14Z,21.56,64.68,20,0,26.6,101.92,1.0,408.0,1.0,1.0,1.0
1191,2023-08-07T11:13:14Z,21.54,64.74,20,0,24.79,101.92,0.0,400.0,,,
1192,2023-08-07T11:14:14Z,21.58,64.71,20,0,36.2,101.92,0.0,400.0,,,
1193,2023-08-07T11:15:14Z,21.57,64.72,20,0,49.69,101.92,0.0,405.0,,,
1194,2023-08-07T11:16:14Z,21.57,64.72,20,0,29.27,101.93,1.0,409.0,,,
1195,2023-08-07T11:17:14Z,21.57,64.77,20,0,26.48,101.93,1.0,408.0,0.0,0.0,0.0
1196,2023-08-07T11:18:14Z,21.57,64.91,20,0,30.02,101.93,0.0,400.0,,,
1197,2023-08-07T11:19:14Z,21.58,64.88,20,0,31.73,101.93,0.0,400.0,,,
1198,2023-08-07T11:20:14Z,21.56,64.84,20,0,30.03,101.93,0.0,405.0,,,
1199,2023-08-07T11:21:14Z,21.57,64.87,19,0,27.97,101.93,1.0,409.0,,,
1200,2023-08-07T11:22:14Z,21.57,64.9,20,0,24.03,101.92,1.0,413.0,7.0,8.0,8.0
1201,2023-08-07T11:23:14Z,21.58,65.05,20,0,28.6,101.93,0.0,403.0,,,
1202,2023-08-07T11:24:14Z,21.6,64.99,20,0,30.46,101.93,0.0,406.0,,,
1203,2023-08-07T11:25:14Z,21.6,65.04,19,0,28.57,101.92,1.0,410.0,,,
1204,2023-08-07T11:26:14Z,21.6,64.99,20,0,25.03,101.92,1.0,409.0,,,
1205,2023-08-07T11:27:14Z,21.58,65.03,20,0,26.67,101.92,1.0,413.0,10.0,13.0,13.0
1206,2023-08-07T11:28:14Z,21.6,65.11,19,0,24.07,101.92,0.0,402.0,,,
1207,2023-08-07T11:29:14Z,21.63,65.08,19,0,50.05,101.92,0.0,401.0,,,
1208,2023-08-07T11:30:14Z,21.61,65.04,19,0,29.69,101.92,0.0,406.0,,,
1209,2023-08-07T11:31:14Z,21.63,65.09,19,0,32.36,101.92,1.0,409.0,,,
1210,2023-08-07T11:32:14Z,21.58,65.07,20,0,28.6,101.92,1.0,409.0,6.0,8.0,8.0
1211,2023-08-07T11:33:14Z,21.61,65.2,19,0,28.45,101.92,1.0,411.0,,,
1212,2023-08-07T11:34:14Z,21.63,65.13,20,0,26.97,101.92,0.0,400.0,,,
1213,2023-08-07T11:35:14Z,21.63,65.1,19,0,24.65,101.91,0.0,405.0,,,
1214,2023-08-07T11:36:14Z,21.63,65.15,19,0,27.24,101.91,1.0,408.0,,,
1215,2023-08-07T11:37:14Z,21.63,65.14,19,0,25.65,101.91,1.0,411.0,8.0,8.0,8.0
1216,2023-08-07T11:38:14Z,21.64,65.28,19,0,29.09,101.91,1.0,407.0,,,
1217,2023-08-07T11:39:14Z,21.65,65.23,19,0,25.5,101.91,0.0,400.0,,,
1218,2023-08-07T11:40:14Z,21.67,65.19,19,0,28.15,101.91,1.0,407.0,,,
1219,2023-08-07T11:41:14Z,21.65,65.2,20,0,26.53,101.91,1.0,411.0,,,
1220,2023-08-07T11:42:14Z,21.65,65.22,20,0,25.84,101.91,1.0,410.0,8.0,8.0,8.0
1221,2023-08-07T11:43:14Z,21.68,65.31,19,0,23.94,101.92,1.0,410.0,,,
1222,2023-08-07T11:44:14Z,21.69,65.21,19,0,27.71,101.92,0.0,400.0,,,
1223,2023-08-07T11:45:14Z,21.67,65.24,19,0,24.79,101.91,1.0,411.0,,,
1224,2023-08-07T11:46:14Z,21.69,65.21,19,0,27.45,101.91,1.0,411.0,,,
1225,2023-08-07T11:47:14Z,21.68,65.23,19,0,27.89,101.91,2.0,416.0,5.0,6.0,6.0
1226,2023-08-07T11:48:14Z,21.71,65.3,19,0,33.47,101.91,0.0,406.0,,,
1227,2023-08-07T11:49:14Z,21.72,65.26,19,0,27.68,101.91,0.0,400.0,,,
1228,2023-08-07T11:50:14Z,21.72,65.27,19,0,27.12,101.9,0.0,403.0,,,
1229,2023-08-07T11:51:14Z,21.72,65.21,19,0,,101.9,1.0,408.0,,,
1230,2023-08-07T11:52:14Z,21.74,65.25,19,0,31.99,101.9,2.0,416.0,7.0,8.0,8.0
1231,2023-08-07T11:53:14Z,21.72,65.36,19,0,29.03,101.9,0.0,402.0,,,
1232,2023-08-07T11:54:14Z,21.75,65.31,19,0,33.11,101.9,0.0,400.0,,,
1233,2023-08-07T11:55:14Z,21.77,65.27,19,0,28.36,101.9,0.0,400.0,,,
1234,2023-08-07T11:56:14Z,21.75,65.28,19,0,29.8,101.91,0.0,400.0,,,
1235,2023-08-07T11:57:14Z,21.74,65.28,19,0,27.44,101.91,0.0,406.0,3.0,3.0,3.0
1236,2023-08-07T11:58:14Z,21.77,65.41,19,0,31.79,101.9,4.0,428.0,,,
1237,2023-08-07T11:59:14Z,21.78,65.31,19,0,31.95,101.9,0.0,400.0,,,
1238,2023-08-07T12:00:14Z,21.75,65.3,19,0,24.19,101.91,0.0,405.0,,,
1239,2023-08-07T12:01:14Z,21.78,65.31,18,0,27.6,101.9,0.0,405.0,,,
1240,2023-08-07T12:02:14Z,21.81,65.29,19,0,27.53,101.9,1.0,409.0,3.0,3.0,3.0
1241,2023-08-07T12:03:14Z,21.81,65.38,18,0,25.65,101.9,0.0,400.0,,,
1242,2023-08-07T12:04:14Z,21.81,65.36,19,0,33.08,101.9,0.0,405.0,,,
1243,2023-08-07T12:05:14Z,21.82,65.29,19,0,24.68,101.9,0.0,405.0,,,
1244,2023-08-07T12:06:14Z,21.81,65.26,19,0,24.65,101.9,0.0,403.0,,,
1245,2023-08-07T12:07:14Z,21.82,65.27,19,0,26.48,101.9,0.0,403.0,6.0,8.0,8.0
1246,2023-08-07T12:08:14Z,21.81,65.33,18,0,25.79,101.9,0.0,400.0,,,
1247,2023-08-07T12:09:14Z,21.87,65.31,18,0,24.96,101.89,0.0,403.0,,,
1248,2023-08-07T12:10:14Z,21.87,65.26,19,0,27.85,101.9,1.0,408.0,,,
1249,2023-08-07T12:11:14Z,21.84,65.27,18,0,25.03,101.89,1.0,407.0,,,
1250,2023-08-07T12:12:14Z,21.84,65.27,18,0,24.23,101.89,1.0,413.0,3.0,3.0,3.0
1251,2023-08-07T12:13:14Z,21.87,65.32,18,0,27.96,101.89,0.0,400.0,,,
1252,2023-08-07T12:14:14Z,21.87,65.3,18,0,30.53,101.89,0.0,400.0,,,
1253,2023-08-07T12:15:14Z,21.85,65.28,18,0,23.4,101.89,1.0,408.0,,,
1254,2023-08-07T12:16:14Z,21.85,65.28,18,0,26.34,101.89,1.0,408.0,,,
1255,2023-08-07T12:17:14Z,21.87,65.25,18,0,27.4,101.89,1.0,407.0,4.0,4.0,4.0
1256,2023-08-07T12:18:14Z,21.87,65.33,18,0,27.22,101.89,1.0,407.0,,,
1257,2023-08-07T12:19:14Z,21.88,65.3,18,0,23.9,101.89,0.0,400.0,,,
1258,2023-08-07T12:20:14Z,21.92,65.27,18,0,28.31,101.89,0.0,403.0,,,
1259,2023-08-07T12:21:14Z,21.89,65.24,18,0,26.31,101.89,1.0,408.0,,,
1260,2023-08-07T12:22:14Z,21.91,65.27,18,0,26.38,101.89,1.0,410.0,3.0,5.0,5.0
1261,2023-08-07T12:23:14Z,21.91,65.33,18,0,25.5,101.89,0.0,402.0,,,
1262,2023-08-07T12:24:14Z,21.93,65.25,18,0,26.16,101.89,0.0,400.0,,,
1263,2023-08-07T12:25:14Z,21.93,65.22,18,0,26.14,101.89,0.0,403.0,,,
1264,2023-08-07T12:26:14Z,21.93,65.29,18,0,25.26,101.89,1.0,411.0,,,
1265,2023-08-07T12:27:14Z,21.92,65.28,18,0,32.61,101.89,1.0,407.0,2.0,2.0,2.0
1266,2023-08-07T12:28:14Z,21.95,65.37,18,0,31.11,101.89,0.0,402.0,,,
1267,2023-08-07T12:29:14Z,21.96,65.27,18,0,25.53,101.89,0.0,400.0,,,
1268,2023-08-07T12:30:14Z,21.96,65.27,18,0,28.5,101.89,0.0,403.0,,,
1269,2023-08-07T12:31:14Z,21.96,65.27,18,0,28.91,101.88,1.0,408.0,,,
1270,2023-08-07T12:32:14Z,21.95,65.25,18,0,24.03,101.88,1.0,407.0,3.0,3.0,3.0
1271,2023-08-07T12:33:14Z,21.96,65.33,18,0,28.88,101.88,0.0,402.0,,,
1272,2023-08-07T12:34:14Z,21.96,65.32,18,0,27.62,101.89,0.0,400.0,,,
1273,2023-08-07T12:35:14Z,21.99,65.26,18,0,27.14,101.88,0.0,403.0,,,
1274,2023-08-07T12:36:14Z,21.96,65.27,18,0,28.52,101.88,0.0,403.0,,,
1275,2023-08-07T12:37:14Z,21.96,65.26,18,0,28.48,101.88,1.0,407.0,4.0,5.0,5.0
1276,2023-08-07T12:38:14Z,21.98,65.34,18,0,26.03,101.87,0.0,400.0,,,
1277,2023-08-07T12:39:14Z,22.0,65.26,18,0,36.41,101.88,0.0,400.0,,,
1278,2023-08-07T12:40:14Z,22.0,65.26,18,0,23.15,101.88,0.0,403.0,,,
1279,2023-08-07T12:41:14Z,22.03,65.28,18,0,33.54,101.88,1.0,408.0,,,
1280,2023-08-07T12:42:14Z,22.0,65.27,18,0,22.66,101.88,1.0,407.0,3.0,4.0,4.0
1281,2023-08-07T12:43:14Z,22.0,65.35,18,0,20.67,101.88,0.0,400.0,,,
1282,2023-08-07T12:44:14Z,22.02,65.29,18,0,32.34,101.87,0.0,400.0,,,
1283,2023-08-07T12:45:14Z,22.0,65.27,18,0,41.61,101.88,0.0,403.0,,,
1284,2023-08-07T12:46:14Z,22.0,65.27,18,0,26.73,101.88,0.0,403.0,,,
1285,2023-08-07T12:47:14Z,22.03,65.25,18,0,30.45,101.88,1.0,407.0,1.0,2.0,2.0
1286,2023-08-07T12:48:14Z,22.05,65.32,18,0,37.43,101.88,0.0,400.0,,,
1287,2023-08-07T12:49:14Z,22.07,65.34,17,0,28.07,101.87,0.0,405.0,,,
1288,2023-08-07T12:50:14Z,22.07,65.27,18,0,31.55,101.88,1.0,408.0,,,
1289,2023-08-07T12:51:14Z,22.05,65.28,17,0,28.2,101.87,1.0,407.0,,,
1290,2023-08-07T12:52:14Z,22.07,65.33,18,0,27.92,101.88,1.0,411.0,1.0,1.0,8.0
1291,2023-08-07T12:53:14Z,22.08,65.47,17,0,25.67,101.88,0.0,401.0,,,
1292,2023-08-07T12:54:14Z,22.08,65.41,18,0,26.89,101.88,0.0,401.0,,,
1293,2023-08-07T12:55:14Z,22.07,65.41,17,0,31.88,101.87,0.0,405.0,,,
1294,2023-08-07T12:56:14Z,22.07,65.36,17,0,26.36,101.87,1.0,408.0,,,
1295,2023-08-07T12:57:14Z,22.08,65.37,18,0,30.23,101.87,1.0,408.0,3.0,3.0,3.0
1296,2023-08-07T12:58:14Z,22.09,65.48,17,3,29.41,101.86,0.0,406.0,,,
1297,2023-08-07T12:59:14Z,22.12,65.43,17,0,28.92,101.87,0.0,400.0,,,
1298,2023-08-07T13:00:14Z,22.11,65.42,17,0,25.59,101.87,0.0,403.0,,,
1299,2023-08-07T13:01:14Z,22.11,65.38,17,0,28.95,101.87,1.0,408.0,,,
1300,2023-08-07T13:02:14Z,22.08,65.43,17,0,28.2,101.87,1.0,407.0,0.0,0.0,0.0
1301,2023-08-07T13:03:14Z,22.11,65.51,17,0,24.96,101.87,0.0,402.0,,,
1302,2023-08-07T13:04:14Z,22.15,65.46,17,0,27.45,101.86,0.0,400.0,,,
1303,2023-08-07T13:05:14Z,22.12,65.43,17,0,25.95,101.87,0.0,403.0,,,
1304,2023-08-07T13:06:14Z,22.14,65.41,17,0,28.17,101.86,1.0,408.0,,,
1305,2023-08-07T13:07:14Z,22.14,65.43,17,0,31.77,101.86,1.0,413.0,2.0,2.0,2.0
1306,2023-08-07T13:08:14Z,22.15,65.49,17,0,27.53,101.87,0.0,402.0,,,
1307,2023-08-07T13:09:14Z,22.16,65.47,17,0,25.19,101.86,0.0,400.0,,,
1308,2023-08-07T13:10:14Z,22.16,65.45,17,0,34.79,101.86,0.0,400.0,,,
1309,2023-08-07T13:11:14Z,22.16,65.41,17,0,27.69,101.86,0.0,405.0,,,
1310,2023-08-07T13:12:14Z,22.16,65.46,17,0,28.5,101.86,1.0,410.0,1.0,1.0,1.0
1311,2023-08-07T13:13:14Z,22.18,65.52,17,0,28.93,101.86,0.0,403.0,,,
1312,2023-08-07T13:14:14Z,22.2,65.47,17,0,23.4,101.85,0.0,400.0,,,
1313,2023-08-07T13:15:14Z,22.2,65.44,17,0,23.59,101.87,0.0,405.0,,,
1314,2023-08-07T13:16:14Z,22.18,65.44,17,0,20.29,101.87,1.0,410.0,,,
1315,2023-08-07T13:17:14Z,22.2,65.48,17,0,27.22,101.85,1.0,409.0,1.0,1.0,1.0
1316,2023-08-07T13:18:14Z,22.19,65.5,17,0,29.77,101.85,0.0,403.0,,,
1317,2023-08-07T13:19:14Z,22.23,65.46,17,0,26.08,101.85,0.0,400.0,,,
1318,2023-08-07T13:20:14Z,22.2,65.45,17,0,27.77,101.86,0.0,405.0,,,
1319,2023-08-07T13:21:14Z,22.22,65.46,17,0,24.83,101.86,0.0,405.0,,,
1320,2023-08-07T13:22:14Z,22.22,65.46,17,0,25.44,101.86,0.0,405.0,1.0,1.0,1.0
1321,2023-08-07T13:23:14Z,22.23,65.51,17,0,28.19,101.85,0.0,400.0,,,
1322,2023-08-07T13:24:14Z,22.28,65.42,17,0,26.03,101.86,0.0,403.0,,,
1323,2023-08-07T13:25:14Z,22.26,65.4,17,0,27.22,101.86,0.0,400.0,,,
1324,2023-08-07T13:26:14Z,22.26,65.41,17,0,28.3,101.86,0.0,400.0,,,
1325,2023-08-07T13:27:14Z,22.25,65.41,17,0,27.4,101.86,0.0,406.0,2.0,3.0,3.0
1326,2023-08-07T13:28:14Z,22.25,65.47,17,0,24.11,101.86,0.0,400.0,,,
1327,2023-08-07T13:29:14Z,22.26,65.42,17,0,26.38,101.86,0.0,400.0,,,
1328,2023-08-07T13:30:14Z,22.28,65.41,17,3,25.16,101.86,0.0,405.0,,,
1329,2023-08-07T13:31:14Z,22.29,65.4,17,0,24.43,101.86,0.0,405.0,,,
1330,2023-08-07T13:32:14Z,22.28,65.39,17,0,29.95,101.86,0.0,405.0,2.0,2.0,2.0
1331,2023-08-07T13:33:14Z,22.29,65.44,17,0,28.57,101.86,0.0,400.0,,,
1332,2023-08-07T13:34:14Z,22.32,65.38,17,0,30.62,101.86,0.0,403.0,,,
1333,2023-08-07T13:35:14Z,22.29,65.36,17,0,31.53,101.86,1.0,408.0,,,
1334,2023-08-07T13:36:14Z,22.32,65.36,17,0,27.82,101.86,1.0,408.0,,,
1335,2023-08-07T13:37:14Z,22.32,65.35,17,0,44.3,101.86,1.0,413.0,0.0,0.0,0.0
1336,2023-08-07T13:38:14Z,22.32,65.43,17,3,42.93,101.87,0.0,400.0,,,
1337,2023-08-07T13:39:14Z,22.32,65.37,17,3,40.95,101.86,0.0,400.0,,,
1338,2023-08-07T13:40:14Z,22.32,65.35,17,3,43.25,101.87,0.0,405.0,,,
1339,2023-08-07T13:41:14Z,22.29,65.37,17,3,40.14,101.87,0.0,405.0,,,
1340,2023-08-07T13:42:14Z,22.33,65.34,17,3,26.84,101.87,1.0,410.0,0.0,0.0,0.0
1341,2023-08-07T13:43:14Z,22.35,65.41,16,3,31.36,101.87,0.0,405.0,,,
1342,2023-08-07T13:44:14Z,22.36,65.34,17,3,34.71,101.87,0.0,400.0,,,
1343,2023-08-07T13:45:14Z,22.35,65.29,17,3,33.73,101.87,0.0,403.0,,,
1344,2023-08-07T13:46:14Z,22.36,65.35,17,3,28.8,101.86,1.0,408.0,,,
1345,2023-08-07T13:47:14Z,22.36,65.36,17,3,33.36,101.87,1.0,408.0,1.0,1.0,1.0
1346,2023-08-07T13:48:14Z,22.39,65.41,17,3,24.43,101.86,1.0,407.0,,,
1347,2023-08-07T13:49:14Z,22.38,65.34,16,3,31.2,101.86,0.0,400.0,,,
1348,2023-08-07T13:50:14Z,22.38,65.35,17,3,26.78,101.86,0.0,403.0,,,
1349,2023-08-07T13:51:14Z,22.36,65.32,17,3,22.61,101.86,1.0,408.0,,,
1350,2023-08-07T13:52:14Z,22.4,65.27,17,3,27.42,101.86,2.0,414.0,1.0,1.0,1.0
1351,2023-08-07T13:53:14Z,22.4,65.39,16,5,27.34,101.86,0.0,402.0,,,
1352,2023-08-07T13:54:14Z,22.42,65.38,17,5,27.59,101.86,0.0,400.0,,,
1353,2023-08-07T13:55:14Z,22.43,65.37,17,5,24.68,101.86,0.0,403.0,,,
1354,2023-08-07T13:56:14Z,22.4,65.35,17,5,29.0,101.86,1.0,408.0,,,
1355,2023-08-07T13:57:14Z,22.42,65.32,17,3,23.63,101.86,1.0,408.0,3.0,5.0,5.0
1356,2023-08-07T13:58:14Z,22.42,65.42,16,3,25.29,101.86,0.0,402.0,,,
1357,2023-08-07T13:59:14Z,22.44,65.34,16,3,29.69,101.86,0.0,400.0,,,
1358,2023-08-07T14:00:14Z,22.44,65.38,16,3,27.18,101.86,0.0,403.0,,,
1359,2023-08-07T14:01:14Z,22.46,65.35,16,3,29.49,101.85,1.0,408.0,,,
1360,2023-08-07T14:02:14Z,22.46,65.33,16,3,29.72,101.86,1.0,408.0,2.0,2.0,2.0
1361,2023-08-07T14:03:14Z,22.46,65.47,16,3,28.67,101.86,0.0,402.0,,,
1362,2023-08-07T14:04:14Z,22.49,65.35,16,3,25.35,101.86,0.0,400.0,,,
1363,2023-08-07T14:05:14Z,22.49,65.36,16,3,29.89,101.86,0.0,403.0,,,
1364,2023-08-07T14:06:14Z,22.47,65.33,16,0,31.42,101.86,1.0,408.0,,,
1365,2023-08-07T14:07:14Z,22.49,65.35,16,0,29.41,101.86,2.0,414.0,0.0,1.0,1.0
1366,2023-08-07T14:08:14Z,22.49,65.41,16,3,28.8,101.86,0.0,400.0,,,
1367,2023-08-07T14:09:14Z,22.51,65.35,16,3,26.6,101.86,0.0,400.0,,,
1368,2023-08-07T14:10:14Z,22.49,65.35,16,3,25.67,101.86,0.0,403.0,,,
1369,2023-08-07T14:11:14Z,22.51,65.3,16,3,29.55,101.86,0.0,403.0,,,
1370,2023-08-07T14:12:14Z,22.5,65.34,16,3,27.62,101.86,0.0,403.0,1.0,1.0,1.0
1371,2023-08-07T14:13:14Z,22.51,65.38,16,3,26.14,101.87,0.0,400.0,,,
1372,2023-08-07T14:14:14Z,22.57,65.34,16,3,25.16,101.86,0.0,400.0,,,
1373,2023-08-07T14:15:14Z,22.53,65.34,16,3,28.39,101.85,0.0,403.0,,,
1374,2023-08-07T14:16:14Z,22.54,65.29,16,3,27.42,101.85,1.0,408.0,,,
1375,2023-08-07T14:17:14Z,22.54,65.32,16,3,35.17,101.85,1.0,408.0,1.0,1.0,1.0
1376,2023-08-07T14:18:14Z,22.57,65.34,16,3,30.19,101.86,0.0,400.0,,,
1377,2023-08-07T14:19:14Z,22.6,65.3,16,3,24.83,101.85,0.0,400.0,,,
1378,2023-08-07T14:20:14Z,22.57,65.29,16,3,27.92,101.86,0.0,403.0,,,
1379,2023-08-07T14:21:14Z,22.6,65.3,16,3,25.7,101.85,0.0,403.0,,,
1380,2023-08-07T14:22:14Z,22.57,65.27,16,3,31.02,101.85,1.0,408.0,0.0,0.0,0.0
1381,2023-08-07T14:23:14Z,22.59,65.3,16,3,30.15,101.85,0.0,400.0,,,
1382,2023-08-07T14:24:14Z,22.61,65.28,16,3,29.36,101.85,0.0,400.0,,,
1383,2023-08-07T14:25:14Z,22.6,65.28,16,3,31.67,101.84,0.0,405.0,,,
1384,2023-08-07T14:26:14Z,22.6,65.25,16,3,27.75,101.84,0.0,405.0,,,
1385,2023-08-07T14:27:14Z,22.61,65.23,16,3,26.78,101.84,1.0,408.0,1.0,1.0,1.0
1386,2023-08-07T14:28:14Z,22.63,65.25,16,3,23.81,101.84,1.0,411.0,,,
1387,2023-08-07T14:29:14Z,22.61,65.23,16,3,24.76,101.84,0.0,400.0,,,
1388,2023-08-07T14:30:14Z,22.63,65.19,16,3,24.5,101.84,1.0,408.0,,,
1389,2023-08-07T14:31:14Z,22.63,65.2,16,5,27.47,101.84,1.0,408.0,,,
1390,2023-08-07T14:32:14Z,22.65,65.18,16,5,29.3,101.84,1.0,411.0,1.0,1.0,1.0
1391,2023-08-07T14:33:14Z,22.66,65.2,16,5,27.47,101.84,1.0,407.0,,,
1392,2023-08-07T14:34:14Z,22.66,65.19,16,5,34.2,101.84,0.0,400.0,,,
1393,2023-08-07T14:35:14Z,22.67,65.16,16,5,29.37,101.84,1.0,409.0,,,
1394,2023-08-07T14:36:14Z,22.69,65.13,16,5,31.59,101.83,1.0,409.0,,,
1395,2023-08-07T14:37:14Z,22.65,65.18,16,5,25.67,101.84,1.0,409.0,0.0,0.0,0.0
1396,2023-08-07T14:38:14Z,22.71,65.2,16,5,30.31,101.83,0.0,403.0,,,
1397,2023-08-07T14:39:14Z,22.67,65.17,16,5,31.46,101.84,0.0,400.0,,,
1398,2023-08-07T14:40:14Z,22.7,65.13,16,5,32.26,101.84,0.0,405.0,,,
1399,2023-08-07T14:41:14Z,22.7,65.15,16,5,30.79,101.83,1.0,409.0,,,
1400,2023-08-07T14:42:14Z,22.7,65.16,16,5,27.06,101.83,1.0,409.0,0.0,0.0,0.0
1401,2023-08-07T14:43:14Z,22.71,65.21,16,5,32.03,101.83,0.0,403.0,,,
1402,2023-08-07T14:44:14Z,22.71,65.13,16,5,27.1,101.83,0.0,400.0,,,
1403,2023-08-07T14:45:14Z,22.74,65.13,16,6,29.46,101.83,2.0,414.0,,,
1404,2023-08-07T14:46:14Z,22.73,65.11,16,6,27.84,101.82,2.0,414.0,,,
1405,2023-08-07T14:47:14Z,22.71,65.12,16,6,27.45,101.83,2.0,414.0,2.0,2.0,2.0
1406,2023-08-07T14:48:14Z,22.74,65.18,16,6,36.73,101.82,0.0,403.0,,,
1407,2023-08-07T14:49:14Z,22.76,65.15,16,6,24.61,101.82,0.0,401.0,,,
1408,2023-08-07T14:50:14Z,22.76,65.14,16,5,39.79,101.83,0.0,400.0,,,
1409,2023-08-07T14:51:14Z,22.76,65.17,16,5,24.15,101.82,0.0,405.0,,,
1410,2023-08-07T14:52:14Z,22.76,65.16,16,5,29.95,101.82,1.0,410.0,0.0,0.0,0.0
1411,2023-08-07T14:53:14Z,22.79,65.21,16,5,27.53,101.82,0.0,400.0,,,
1412,2023-08-07T14:54:14Z,22.79,65.19,16,5,26.67,101.81,0.0,400.0,,,
1413,2023-08-07T14:55:14Z,22.81,65.15,16,5,34.01,101.83,0.0,405.0,,,
1414,2023-08-07T14:56:14Z,22.8,65.19,16,5,27.64,101.82,0.0,400.0,,,
1415,2023-08-07T14:57:14Z,22.79,65.19,16,5,24.46,101.82,1.0,410.0,1.0,2.0,2.0
1416,2023-08-07T14:58:14Z,22.81,65.24,16,5,44.58,101.83,0.0,400.0,,,
1417,2023-08-07T14:59:14Z,22.81,65.18,16,5,24.07,101.83,0.0,400.0,,,
1418,2023-08-07T15:00:14Z,22.83,65.2,16,3,24.93,101.83,0.0,400.0,,,
1419,2023-08-07T15:01:14Z,22.83,65.19,16,3,31.83,101.83,0.0,405.0,,,
1420,2023-08-07T15:02:14Z,22.81,65.22,16,3,32.13,101.82,0.0,405.0,1.0,1.0,1.0
1421,2023-08-07T15:03:14Z,22.84,65.24,16,3,27.47,101.83,0.0,400.0,,,
1422,2023-08-07T15:04:14Z,22.86,65.19,16,3,27.73,101.83,0.0,400.0,,,
1423,2023-08-07T15:05:14Z,22.86,65.15,16,3,28.09,101.82,0.0,403.0,,,
1424,2023-08-07T15:06:14Z,22.84,65.17,16,0,31.0,101.82,1.0,408.0,,,
1425,2023-08-07T15:07:14Z,22.84,65.19,16,0,31.33,101.82,1.0,408.0,0.0,0.0,0.0
1426,2023-08-07T15:08:14Z,22.86,65.24,15,3,32.19,101.82,0.0,400.0,,,
1427,2023-08-07T15:09:14Z,22.87,65.22,15,0,32.76,101.82,0.0,400.0,,,
1428,2023-08-07T15:10:14Z,22.89,65.19,15,0,25.38,101.82,0.0,403.0,,,
1429,2023-08-07T15:11:14Z,22.86,65.19,16,3,32.23,101.81,0.0,403.0,,,
1430,2023-08-07T15:12:14Z,22.87,65.16,15,3,28.47,101.81,0.0,403.0,0.0,1.0,1.0
1431,2023-08-07T15:13:14Z,22.91,65.21,16,5,30.25,101.81,1.0,408.0,,,
1432,2023-08-07T15:14:14Z,22.9,65.14,16,5,26.38,101.81,0.0,400.0,,,
1433,2023-08-07T15:15:14Z,22.93,65.15,16,5,28.09,101.81,1.0,408.0,,,
1434,2023-08-07T15:16:14Z,22.91,65.1,16,6,31.1,101.81,1.0,408.0,,,
1435,2023-08-07T15:17:14Z,22.9,65.13,16,6,26.69,101.81,1.0,413.0,0.0,0.0,0.0
1436,2023-08-07T15:18:14Z,22.93,65.13,16,6,33.38,101.81,1.0,407.0,,,
1437,2023-08-07T15:19:14Z,22.94,65.12,16,6,30.37,101.81,0.0,401.0,,,
1438,2023-08-07T15:20:14Z,22.93,65.13,15,6,30.45,101.81,0.0,401.0,,,
1439,2023-08-07T15:21:14Z,22.95,65.1,15,7,28.8,101.8,0.0,405.0,,,
1440,2023-08-07T15:22:14Z,22.94,65.09,15,5,28.22,101.81,0.0,405.0,0.0,0.0,0.0
1441,2023-08-07T15:23:14Z,22.95,65.12,15,5,26.91,101.81,0.0,400.0,,,
1442,2023-08-07T15:24:14Z,22.95,65.11,15,5,25.22,101.81,0.0,400.0,,,
1443,2023-08-07T15:25:14Z,22.98,65.1,15,6,27.28,101.81,0.0,405.0,,,
1444,2023-08-07T15:26:14Z,22.98,65.08,15,6,27.68,101.81,1.0,408.0,,,
1445,2023-08-07T15:27:14Z,22.97,65.1,15,6,25.95,101.81,1.0,408.0,1.0,1.0,1.0
1446,2023-08-07T15:28:14Z,23.0,65.12,15,7,27.92,101.81,0.0,400.0,,,
1447,2023-08-07T15:29:14Z,23.0,65.08,15,6,28.33,101.81,0.0,400.0,,,
1448,2023-08-07T15:30:14Z,23.02,65.09,15,6,26.89,101.81,0.0,400.0,,,
1449,2023-08-07T15:31:14Z,23.0,65.03,16,7,28.45,101.8,1.0,408.0,,,
1450,2023-08-07T15:32:14Z,23.01,65.07,15,7,28.34,101.81,0.0,405.0,0.0,0.0,0.0
